epoch,lr,loss,iou,dice,recall,val_loss,val_iou,val_dice,val_recall
38,0.0001,0.5839455320835113,0.623405554656054,0.7193070393149253,0.8249560818787975,0.6105747575759888,0.3640398306517173,0.40939200384221514,0.42684774223884464
39,0.0001,0.5883961806297302,0.5914872975008637,0.698682359361366,0.8306860955015695,0.6091751244068145,0.3610331754881728,0.4090402984610326,0.4208109484878967
40,0.0001,0.5818836748301983,0.6447641080276071,0.741513771517479,0.850281456484662,0.6139980912208557,0.361447098937497,0.4100118773682129,0.4281545112176196
41,0.0001,0.5836627584695816,0.6318809056842059,0.7354036461629615,0.8577884734767236,0.613363897562027,0.3622818058134225,0.4091872386622307,0.42720899748823055
42,0.0001,0.5817257598936558,0.6430618124018066,0.7431905556407625,0.8505358134837885,0.6058468222618103,0.3665007896337329,0.41293391857481765,0.43552336937194097
43,0.0001,0.5831620901823044,0.6188453471983992,0.714930528219416,0.8165122841223068,0.6091564722061157,0.3621537598680798,0.40901233872323883,0.4121626189161437
44,0.0001,0.5784773352891207,0.6372624249349677,0.7293735395327451,0.8243510514533074,0.6037537376880646,0.3680175294013725,0.4126471540348016,0.4334604581206136
45,0.0001,0.5798487657904625,0.6663482917924682,0.7608603803238142,0.8580989226072522,0.6017109029293061,0.36884872997235923,0.41503222049021204,0.42887400239331847
46,0.0001,0.5797043871879578,0.6493323829676971,0.739463455124836,0.8285535052702251,0.6027063255310059,0.3709618860997111,0.41592652941154273,0.4300139118160246
47,0.0001,0.5794647070467472,0.6520807616811347,0.7418611732195478,0.8344163613628756,0.598125648021698,0.3753364267062333,0.41894189343762084,0.4289722701149567
48,0.0001,0.5764921183884144,0.6826971676502491,0.7754058107663138,0.8672487175631584,0.6036218593120575,0.3681085078107574,0.4151881077950678,0.4323451856149736
49,0.0001,0.5771527266800404,0.693274367278205,0.7819322121288823,0.8629985607784534,0.602329895734787,0.369589031253046,0.41470736055701196,0.41769291597427477
50,0.0001,0.5778634454905986,0.6567637292427839,0.7439711433819135,0.8284378050190598,0.6058584582805634,0.3653110358480918,0.4119020563582092,0.42550177739035844
51,0.0001,0.5753622255325317,0.6900304414200548,0.7812753728644392,0.8714733265800304,0.6207760238647461,0.37658327559048216,0.3985642045097259,0.3942988183707743
52,0.0001,0.57627207416296,0.6608813712116952,0.7504088229355129,0.8342440638215899,0.5969060163497925,0.37350222657334653,0.41926514867207704,0.4291920665571743
53,0.0001,0.5743463680446148,0.6947509182387449,0.7795688451529199,0.8519538515813424,0.5992551937103271,0.4012045119693218,0.4158848997153141,0.4182938498428797
54,0.0001,0.5747511457800866,0.6904454753020491,0.7713149473609204,0.838244535054653,0.5998810541629791,0.37252498044290566,0.41907736097734427,0.4329265035781569
55,0.0001,0.5724404051601887,0.6931267525697592,0.777860563262289,0.8550155461993115,0.5994535837173461,0.37051510671431315,0.41652072403920576,0.43117791483800466
56,0.0001,0.5727265265285969,0.6922097240354167,0.7701157104296308,0.8327533830663869,0.601392113685608,0.37182778702956965,0.4170807909131197,0.42361968766063934
57,0.0001,0.572719592154026,0.7130135443751378,0.7947869336940283,0.867080478892309,0.6011134867668152,0.36981374037594844,0.4161265559290581,0.41886496271862467
58,0.0001,0.5732646433711052,0.7151614188275992,0.7945789906457463,0.8578134132844575,0.5985197560787201,0.3737944730207769,0.4193990468533999,0.42911711343609593
59,0.0001,0.5697492386996746,0.7067777771134597,0.7851173942392418,0.8517506693225556,0.6025760295391083,0.3698739852369822,0.41449208557106854,0.43075728322972207
60,0.0001,0.5701716870963573,0.7126990648533507,0.7873085708841191,0.8437200068949556,0.5972019538879395,0.3753756807334938,0.4207091847479109,0.42903231429021443
61,0.0001,0.5726924957334996,0.705862019040595,0.7857592985450482,0.8591861027667534,0.6030601713657379,0.36967627441249346,0.41664689308040925,0.4220683371551549
62,0.0001,0.5715913875997066,0.7013516710003517,0.7816983816125304,0.8559846974151842,0.6067989568710327,0.36256810691924624,0.41138072499863393,0.4124041011010357
63,0.0001,0.5710793811380863,0.6951799559431396,0.7726959363388798,0.8392821578857356,0.6026010048389435,0.36922701962325544,0.41508646923144404,0.4143533591718819
64,0.0001,0.5703654608428478,0.7091677314145595,0.7819903928704965,0.8387112150393248,0.597440090417862,0.3735907843578978,0.41785839737246067,0.4215428335035558
65,0.0001,0.5683429317772388,0.7379197056070167,0.8087994577671975,0.8637037981825709,0.6012816336154938,0.3675878354359327,0.41353558227118703,0.41116613118721135
66,0.0001,0.5676059356331825,0.754091066327072,0.8279713440815666,0.8847262367643934,0.5982408344745636,0.37048724333813293,0.4176446167416207,0.42201041590930954
67,0.0001,0.567691400796175,0.7341332417550072,0.80545999455827,0.8585153282176375,0.5956376805305481,0.37399395726851575,0.41972250700458724,0.4260333456834555
68,0.0001,0.5663003079593182,0.7425719560843913,0.8102870709615163,0.8566087677212111,0.5992120144367218,0.3691931013410252,0.4164945574974534,0.41918129410705507
69,0.0001,0.5656145906746387,0.7355216481112388,0.803990681604852,0.8532336747242463,0.6100988500118255,0.35781167346584913,0.40852752205229564,0.40551853291117373
70,0.0001,0.5662145926058293,0.7450630446767234,0.8154427465511824,0.8685343824451905,0.5953513562679291,0.3745975241532706,0.41904059304862445,0.4272341407911605
71,0.0001,0.5650597429275512,0.7598699791815279,0.8314377279725709,0.8848900736802844,0.6011958632469178,0.36756219232956333,0.41604223019044856,0.42649675843850104
72,0.0001,0.5649776193797589,0.7511759608914712,0.8110627034609958,0.8560553378782925,0.5973365159034729,0.37175474316789153,0.4187857103729864,0.4162801870031303
73,0.0001,0.5647180638313294,0.7557469971319782,0.81759617787554,0.8584495881035704,0.6029599783420563,0.3660772943596699,0.4147548809655997,0.41442888914811954
74,0.0001,0.5648228469341994,0.7604412652418734,0.8285750163692809,0.8764473403721633,0.5965623879432678,0.37258877658903067,0.4190895446597331,0.42005210540429
75,0.0001,0.5654660438299179,0.7643184275404986,0.8252910992464652,0.8648575710089068,0.5949164292812348,0.37551347088674614,0.42132505333947595,0.4251243528185435
76,0.0001,0.5651431074142456,0.7538289933885984,0.8143188337046084,0.8544081695874507,0.5965513846874237,0.37304186139028583,0.4186893760107206,0.42354777095039076
77,0.0001,0.5641864683330059,0.7543405669611323,0.8145856660419594,0.8535781815331875,0.5962750158309936,0.3726941069890287,0.41947542186892145,0.4216191230631059
78,0.0001,0.5631663554906845,0.7530547268698929,0.8154305883476605,0.8596792527708836,0.5956942193508148,0.37388308636036466,0.4203506511930409,0.4270593317514087
79,0.0001,0.5643650720715523,0.7688174309027211,0.8279064624334912,0.8649936752963729,0.5935363802909851,0.3763868775024098,0.421471387132509,0.4243006219543188
80,0.0001,0.5622633284032345,0.7691287029811448,0.8279057885112339,0.8652927142884219,0.5949308798313141,0.37468706310670713,0.42072090061873807,0.43614455836494676
81,0.0001,0.5617130528986454,0.7555158705714939,0.8114185323567437,0.8492173711399925,0.5986263146400451,0.3700421666315497,0.41702977686011244,0.42572581189104175
82,0.0001,0.5628945819437504,0.7513948948982895,0.807344597845637,0.8463662553129118,0.5992455773353577,0.36871097273928466,0.4163198734541372,0.41749201233485966
83,0.0001,0.5602776557952166,0.7648161237674665,0.822013228048173,0.8585995291948145,0.5978816788196564,0.3708916945735203,0.41818215327662694,0.4175878845497596
84,0.0001,0.5607935548275709,0.7634275408192167,0.8189791754009071,0.8525497852422821,0.5978506276607514,0.37038519248492036,0.41839198927910787,0.4157681270846724
85,0.0001,0.5615355178117752,0.7751277789175592,0.8318498882944507,0.8690442948669719,0.6001510810852051,0.368869272648109,0.4168969595565077,0.4153943439292407
86,0.0001,0.5602637659907341,0.7674452772400301,0.8226035978426969,0.8586302744776094,0.5981010391712188,0.371064987184643,0.4184797283991879,0.42568111611342513
87,0.0001,0.5587127152085304,0.7849742429430393,0.8324202858000023,0.8636969639064791,0.596649578332901,0.37156530520760567,0.4188992869055729,0.420696428039946
88,0.0001,0.5600744008719921,0.8044029405927202,0.8553839552401236,0.891451238449388,0.5956801474094391,0.37280189996888863,0.4195697829895748,0.42486016760720213
89,0.0001,0.5604057619571686,0.7835597945346011,0.8362312978027407,0.8707154508690185,0.5950616059303284,0.37415561084242244,0.4210403045768438,0.4251387167869257
90,0.0001,0.5592836225777864,0.7837248324831789,0.8370550053996996,0.8702863593345349,0.596484118938446,0.37194993306412666,0.4194172157096798,0.4220968752017047
91,0.0001,0.5600268824845552,0.7811611989673325,0.8333804217902514,0.8670303858688013,0.5957352149486542,0.37286343897616786,0.4196609774211067,0.4210286691018302
92,0.0001,0.559439893335104,0.7897382289971836,0.8401222598704836,0.870763942851342,0.5958215799331665,0.40457162938329283,0.41977333682436313,0.425247918994465
93,0.0001,0.5592632584124804,0.7990965619870052,0.8427643479538605,0.8739983479277312,0.5969374220371246,0.37221003021449317,0.4192334774301745,0.4198295008602823
94,0.0001,0.5590275618731976,0.7947568195340674,0.8411157505020286,0.8726672637876397,0.5968858067989349,0.3719942310234076,0.4192183932165122,0.42644985175153194
95,0.0001,0.5600443314015865,0.812172557338898,0.8628789861560557,0.8938575042595699,0.5977261855602264,0.3710596445816128,0.4184794822524827,0.4227586707312164
96,0.0001,0.5590991059541702,0.791812203390036,0.8430811759523033,0.8773000101630848,0.600007664680481,0.3682447074330442,0.41708315498581283,0.42141634761336705
97,0.0001,0.5575221527814865,0.7848489163199958,0.8293971661444027,0.8600473672878315,0.5965438635349274,0.3720498078277764,0.4193567960738576,0.41996492531664026
98,0.0001,0.5573717035353184,0.784758698098979,0.8164244529230674,0.8424826587613008,0.5965987529754638,0.3719965600505721,0.4191653413220701,0.4231436240232417
99,0.0001,0.5590431881844997,0.8007050917758007,0.8460234113359331,0.8774715565659938,0.5997783136367798,0.368272153358173,0.4161020587789388,0.41712546891651087
